Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,weather,Period,Week_Day,Is_Holiday,City
foreigner,female,fat,49,yes,baby,big,grey,traditional,green,short_sleeve,purple,long,clothes,4,9,yes,40,1,14,2,Partly cloudy,Early Morning,Monday,no,Subang Jaya
indian,female,fat,18,yes,toddler,big,pink,formal,blue,long sleeve,purple,long,clothes,6,8,no,17,2,20,1,Partly cloudy,Morning,Tuesday,no,Kuala Lumpur
indian,male,moderate,60,yes,no_kids,small,yellow,formal,yellow,long sleeve,blue,long,clothes,4,8,yes,47,4,14,3,Broken clouds,Morning,Tuesday,no,Subang Jaya
foreigner,female,moderate,31,yes,baby,big,yellow,traditional,blue,short_sleeve,grey,short,blankets,5,9,no,53,1,9,2,Broken clouds,Evening,Wednesday,no,Shah Alam
foreigner,male,moderate,35,yes,toddler,big,red,casual,black,long sleeve,white,short,blankets,6,7,yes,39,4,14,1,Broken clouds,Noon,Wednesday,no,Subang Jaya
foreigner,female,thin,47,yes,toddler,small,brown,casual,purple,short_sleeve,black,short,clothes,5,7,yes,44,1,20,2,Partly cloudy,Night,Saturday,no,Subang Jaya
indian,male,moderate,26,yes,baby,big,blue,casual,white,long sleeve,black,short,clothes,4,8,no,46,0,8,3,Passing clouds,Morning,Wednesday,no,Petaling Jaya
chinese,male,fat,37,no,baby,small,grey,traditional,pink,long sleeve,orange,short,blankets,4,9,yes,22,0,12,1,Broken clouds,Morning,Friday,no,Petaling Jaya
indian,male,moderate,29,yes,young,small,pink,formal,pink,long sleeve,brown,long,clothes,6,7,no,36,5,14,1,Passing clouds,Night,Thursday,no,Kuala Lumpur
malay,female,moderate,60,no,no_kids,big,black,formal,black,short_sleeve,pink,short,clothes,5,9,yes,52,3,10,2,Broken clouds,Noon,Friday,no,Petaling Jaya
chinese,male,thin,47,no,no_kids,small,purple,casual,yellow,short_sleeve,yellow,short,blankets,3,7,yes,11,3,8,3,Broken clouds,Evening,Wednesday,no,Shah Alam
indian,female,moderate,53,yes,no_kids,big,brown,casual,red,short_sleeve,purple,short,blankets,3,10,yes,12,2,9,2,Broken clouds,Evening,Thursday,no,Shah Alam
chinese,female,thin,27,no,toddler,big,purple,casual,purple,long sleeve,purple,short,blankets,3,10,no,45,1,16,3,Broken clouds,Noon,Wednesday,no,Petaling Jaya
malay,female,fat,50,no,toddler,big,purple,traditional,white,long sleeve,green,short,blankets,6,9,no,35,0,20,2,Broken clouds,Noon,Wednesday,no,Shah Alam
foreigner,male,fat,43,yes,young,small,grey,formal,red,long sleeve,blue,short,clothes,6,10,no,13,2,16,3,Broken clouds,Morning,Sunday,no,Petaling Jaya
chinese,female,moderate,51,yes,toddler,big,purple,traditional,red,long sleeve,blue,long,clothes,4,10,yes,47,1,19,3,Broken clouds,Morning,Wednesday,no,Petaling Jaya
malay,female,moderate,42,no,young,big,green,traditional,yellow,long sleeve,yellow,long,clothes,5,7,yes,38,3,18,1,Passing clouds,Late Night,Monday,no,Petaling Jaya
chinese,male,thin,25,no,toddler,big,green,traditional,orange,long sleeve,black,short,clothes,5,8,yes,55,2,,3,Broken clouds,Evening,Tuesday,no,Petaling Jaya
foreigner,male,moderate,57,no,no_kids,big,brown,formal,black,long sleeve,purple,long,blankets,4,9,no,29,2,21,1,Passing clouds,Early Morning,Sunday,no,Subang Jaya
indian,male,thin,35,yes,toddler,small,blue,formal,grey,short_sleeve,blue_jeans,short,clothes,5,9,yes,27,5,18,1,Partly cloudy,Late Night,Tuesday,no,Petaling Jaya
foreigner,male,moderate,27,no,toddler,big,grey,casual,black,long sleeve,white,short,blankets,5,9,yes,34,5,,3,Strong thunderstorms,Night,Sunday,no,Subang Jaya
indian,female,thin,36,no,toddler,big,white,formal,white,long sleeve,red,long,blankets,5,9,no,,4,7,2,Passing clouds,Late Night,Sunday,no,Petaling Jaya
indian,male,moderate,50,yes,young,big,white,formal,black,short_sleeve,black,long,blankets,4,7,no,,2,17,3,Partly cloudy,Night,Saturday,no,Kuala Lumpur
indian,female,moderate,33,yes,toddler,big,white,casual,orange,short_sleeve,orange,long,blankets,6,9,no,50,3,15,2,Broken clouds,Noon,Monday,no,Petaling Jaya
malay,male,thin,26,yes,toddler,small,brown,formal,orange,long sleeve,blue,short,blankets,4,9,yes,34,3,20,2,Partly sunny,Noon,Wednesday,no,Petaling Jaya
foreigner,male,fat,25,no,toddler,small,black,casual,yellow,short_sleeve,grey,short,clothes,6,9,no,46,4,17,3,Broken clouds,Noon,Saturday,no,Petaling Jaya
foreigner,male,thin,51,yes,toddler,small,yellow,casual,grey,long sleeve,black,long,blankets,6,9,yes,58,5,,2,Broken clouds,Noon,Sunday,no,Subang Jaya
indian,female,moderate,23,no,young,big,orange,casual,black,short_sleeve,grey,long,clothes,3,10,no,,4,17,2,Partly cloudy,Late Night,Wednesday,no,Kuala Lumpur
foreigner,male,thin,33,yes,no_kids,big,red,casual,black,long sleeve,blue_jeans,short,clothes,4,8,no,27,0,19,1,Partly cloudy,Early Morning,Monday,no,Petaling Jaya
foreigner,male,moderate,20,yes,no_kids,small,orange,traditional,blue,short_sleeve,blue,long,clothes,5,8,yes,15,5,12,3,Thunderstorms,Evening,Sunday,no,Petaling Jaya
foreigner,female,moderate,30,no,no_kids,small,white,casual,orange,short_sleeve,pink,long,blankets,6,9,yes,48,4,16,2,Broken clouds,Noon,Saturday,no,Subang Jaya
foreigner,female,fat,53,yes,baby,big,orange,traditional,blue,long sleeve,blue,long,blankets,3,8,yes,11,3,,3,Broken clouds,Noon,Tuesday,no,Kuala Lumpur
indian,male,moderate,56,no,young,small,green,casual,purple,long sleeve,black,long,clothes,4,10,yes,60,1,12,3,Partly cloudy,Night,Thursday,no,Kuala Lumpur
foreigner,male,fat,53,yes,baby,small,pink,formal,black,short_sleeve,yellow,long,blankets,5,8,no,,4,21,2,Broken clouds,Morning,Tuesday,no,Petaling Jaya
foreigner,female,thin,33,yes,toddler,small,yellow,traditional,white,short_sleeve,yellow,short,blankets,5,10,yes,50,3,8,2,Broken clouds,Morning,Friday,no,Kuala Lumpur
chinese,female,thin,53,no,young,big,grey,traditional,grey,short_sleeve,blue_jeans,long,clothes,3,7,yes,25,0,10,2,Broken clouds,Noon,Saturday,no,Kuala Lumpur
indian,female,thin,36,no,toddler,small,orange,casual,red,short_sleeve,white,long,clothes,6,8,yes,11,1,10,2,Light rain,Night,Sunday,no,Petaling Jaya
indian,male,thin,60,yes,baby,small,green,traditional,yellow,long sleeve,green,short,clothes,6,10,no,37,3,15,3,Partly cloudy,Night,Sunday,no,Kuala Lumpur
indian,male,thin,47,yes,baby,small,red,traditional,red,short_sleeve,purple,short,blankets,5,10,yes,46,5,17,1,Partly cloudy,Early Morning,Sunday,yes,Petaling Jaya
indian,female,moderate,59,yes,no_kids,big,black,formal,green,short_sleeve,orange,long,blankets,4,10,no,38,2,20,3,Broken clouds,Evening,Friday,no,Petaling Jaya
foreigner,male,fat,39,no,no_kids,big,grey,formal,purple,long sleeve,green,long,blankets,5,10,yes,32,1,10,2,Partly cloudy,Early Morning,Friday,no,Petaling Jaya
malay,female,thin,33,yes,toddler,big,yellow,casual,yellow,short_sleeve,blue,long,clothes,5,8,no,18,1,14,2,Partly sunny,Evening,Saturday,no,Petaling Jaya
chinese,female,thin,23,yes,young,big,green,casual,black,long sleeve,orange,long,clothes,4,9,yes,25,5,7,1,Partly cloudy,Night,Saturday,no,Petaling Jaya
chinese,male,thin,59,no,toddler,small,black,traditional,pink,long sleeve,brown,short,blankets,3,9,yes,23,2,19,1,Passing clouds,Late Night,Thursday,no,Kuala Lumpur
foreigner,male,moderate,37,no,baby,small,brown,casual,orange,long sleeve,blue,short,clothes,4,7,no,17,1,12,3,Light rain,Night,Friday,no,Kuala Lumpur
foreigner,male,thin,26,no,no_kids,small,white,traditional,pink,long sleeve,red,long,blankets,6,10,yes,50,1,13,1,Partly cloudy,Late Night,Sunday,no,Petaling Jaya
chinese,male,moderate,27,no,baby,big,grey,formal,blue,long sleeve,blue_jeans,long,blankets,6,7,no,20,0,21,3,Broken clouds,Morning,Friday,no,Petaling Jaya
malay,male,moderate,52,yes,baby,small,blue,traditional,red,short_sleeve,blue_jeans,short,blankets,3,7,yes,11,3,18,3,Broken clouds,Noon,Wednesday,no,Petaling Jaya
chinese,male,moderate,51,no,baby,big,blue,traditional,black,long sleeve,pink,long,blankets,3,8,no,30,4,18,1,Partly cloudy,Night,Friday,yes,Petaling Jaya
indian,male,thin,20,no,toddler,small,blue,formal,yellow,long sleeve,green,long,blankets,6,9,no,27,0,13,2,Partly sunny,Morning,Monday,no,Kuala Lumpur
chinese,male,thin,27,no,baby,small,red,formal,orange,long sleeve,orange,long,clothes,3,10,yes,24,5,17,3,Broken clouds,Evening,Monday,no,Petaling Jaya
foreigner,male,moderate,53,yes,young,small,red,traditional,grey,short_sleeve,white,short,blankets,4,9,yes,44,3,18,3,Partly cloudy,Late Night,Tuesday,no,Petaling Jaya
indian,female,fat,19,yes,young,big,purple,casual,black,long sleeve,yellow,long,clothes,5,9,no,52,1,10,3,Broken clouds,Morning,Thursday,no,Petaling Jaya
chinese,male,fat,43,yes,no_kids,big,brown,casual,pink,short_sleeve,purple,long,clothes,6,8,yes,18,4,12,2,Partly cloudy,Night,Saturday,no,Petaling Jaya
foreigner,male,moderate,30,no,young,big,orange,traditional,yellow,short_sleeve,brown,short,clothes,5,8,yes,39,1,21,2,Passing clouds,Early Morning,Saturday,no,Petaling Jaya
foreigner,male,fat,54,no,young,big,blue,formal,brown,short_sleeve,pink,long,clothes,4,8,yes,21,4,12,3,Partly cloudy,Early Morning,Tuesday,no,Subang Jaya
chinese,female,moderate,31,yes,toddler,big,pink,formal,red,long sleeve,blue_jeans,long,blankets,3,9,yes,52,4,14,2,Broken clouds,Morning,Thursday,no,Petaling Jaya
indian,female,fat,34,yes,toddler,big,grey,formal,brown,short_sleeve,orange,long,clothes,3,9,no,50,4,14,3,Partly cloudy,Early Morning,Monday,no,Petaling Jaya
indian,female,moderate,27,yes,toddler,small,purple,traditional,black,long sleeve,purple,long,blankets,3,10,no,46,4,14,1,Passing clouds,Night,Wednesday,no,Petaling Jaya
chinese,male,fat,48,yes,baby,big,purple,casual,black,short_sleeve,white,short,clothes,5,8,yes,48,0,13,2,Broken clouds,Night,Monday,no,Subang Jaya
malay,male,moderate,27,yes,toddler,big,red,traditional,brown,short_sleeve,purple,long,clothes,6,10,no,24,5,21,1,Partly cloudy,Late Night,Tuesday,no,Subang Jaya
chinese,female,moderate,27,no,no_kids,small,blue,formal,brown,long sleeve,yellow,long,blankets,3,8,no,33,4,8,1,Partly cloudy,Night,Thursday,no,Petaling Jaya
chinese,female,fat,60,yes,toddler,small,orange,casual,blue,long sleeve,orange,long,blankets,3,8,no,13,2,7,1,Broken clouds,Night,Wednesday,no,Petaling Jaya
chinese,female,moderate,46,yes,baby,small,pink,casual,blue,short_sleeve,blue,long,clothes,6,9,no,24,1,9,1,Partly sunny,Evening,Wednesday,no,Shah Alam
malay,male,moderate,58,yes,no_kids,small,green,formal,white,long sleeve,brown,long,clothes,3,8,yes,49,1,13,1,Partly sunny,Morning,Wednesday,no,Petaling Jaya
malay,female,moderate,55,yes,no_kids,small,brown,traditional,yellow,long sleeve,purple,short,blankets,6,10,yes,39,1,17,1,Passing clouds,Early Morning,Thursday,no,Subang Jaya
foreigner,female,moderate,50,no,young,big,purple,formal,yellow,long sleeve,orange,long,blankets,4,7,no,53,0,7,2,Passing clouds,Night,Saturday,no,Subang Jaya
malay,female,fat,46,no,toddler,small,orange,traditional,purple,long sleeve,blue_jeans,short,blankets,4,10,no,26,3,20,1,Light rain,Night,Sunday,no,Subang Jaya
indian,female,thin,46,yes,young,small,brown,traditional,blue,short_sleeve,blue,short,clothes,4,8,yes,15,1,11,3,Broken clouds,Night,Sunday,no,Petaling Jaya
indian,female,thin,57,yes,baby,big,white,formal,red,long sleeve,blue,short,blankets,6,7,yes,38,0,15,1,Partly sunny,Evening,Wednesday,no,Petaling Jaya
chinese,female,moderate,36,no,young,big,pink,traditional,pink,long sleeve,green,short,blankets,6,7,no,20,1,10,2,Partly cloudy,Early Morning,Wednesday,no,Petaling Jaya
foreigner,male,fat,30,no,toddler,big,purple,traditional,white,short_sleeve,black,long,clothes,6,7,yes,42,2,13,2,Partly cloudy,Night,Tuesday,no,Petaling Jaya
malay,female,thin,54,yes,no_kids,big,pink,traditional,orange,long sleeve,orange,short,blankets,5,8,yes,45,3,10,3,Partly sunny,Noon,Monday,no,Petaling Jaya
malay,female,fat,37,yes,young,big,yellow,formal,green,long sleeve,blue_jeans,short,clothes,3,9,no,49,3,18,2,Partly cloudy,Late Night,Thursday,no,Petaling Jaya
chinese,female,fat,50,no,baby,big,green,traditional,white,long sleeve,white,long,blankets,4,9,yes,50,3,7,2,Broken clouds,Evening,Saturday,no,Petaling Jaya
indian,male,fat,59,yes,no_kids,big,black,formal,grey,short_sleeve,white,long,blankets,3,9,no,29,5,13,3,Partly cloudy,Late Night,Monday,no,Subang Jaya
chinese,male,thin,34,no,toddler,big,orange,traditional,grey,long sleeve,black,long,clothes,5,9,no,49,2,19,1,Broken clouds,Noon,Tuesday,no,Petaling Jaya
foreigner,female,moderate,50,no,no_kids,big,red,formal,yellow,short_sleeve,purple,short,blankets,4,10,no,52,4,21,3,Broken clouds,Night,Friday,no,Petaling Jaya
foreigner,male,moderate,54,yes,toddler,big,orange,casual,white,short_sleeve,blue,short,blankets,6,7,yes,45,3,11,1,Passing clouds,Morning,Sunday,no,Petaling Jaya
malay,male,moderate,50,yes,no_kids,small,blue,casual,red,short_sleeve,red,long,clothes,5,8,yes,12,0,17,1,Passing clouds,Early Morning,Thursday,no,Petaling Jaya
foreigner,male,moderate,34,no,no_kids,big,pink,traditional,purple,long sleeve,red,long,blankets,3,7,no,35,4,12,1,Partly cloudy,Late Night,Saturday,no,Subang Jaya
malay,female,moderate,25,no,toddler,big,brown,casual,yellow,short_sleeve,brown,short,blankets,4,8,yes,18,0,7,2,Passing clouds,Early Morning,Saturday,no,Petaling Jaya
foreigner,male,fat,38,yes,toddler,big,pink,casual,blue,long sleeve,purple,short,clothes,3,9,no,23,2,21,2,Partly sunny,Morning,Sunday,no,Subang Jaya
indian,female,thin,43,yes,young,small,brown,traditional,black,long sleeve,purple,short,blankets,6,7,no,39,1,17,1,Partly sunny,Morning,Tuesday,no,Kuala Lumpur
indian,male,thin,59,yes,toddler,big,red,traditional,white,short_sleeve,blue,short,clothes,5,8,yes,29,4,9,1,Broken clouds,Morning,Sunday,no,Kuala Lumpur
chinese,male,moderate,27,no,young,small,purple,traditional,black,short_sleeve,blue,long,clothes,4,7,no,22,0,10,2,Partly cloudy,Late Night,Saturday,no,Petaling Jaya
indian,male,fat,31,no,toddler,big,grey,formal,green,short_sleeve,blue,short,blankets,3,10,no,16,3,,2,Broken clouds,Evening,Friday,no,Petaling Jaya
chinese,male,thin,27,yes,toddler,small,black,casual,green,long sleeve,brown,short,clothes,5,7,no,49,3,9,3,Partly cloudy,Early Morning,Monday,no,Petaling Jaya
indian,male,moderate,35,yes,toddler,big,orange,traditional,purple,short_sleeve,yellow,short,blankets,3,8,yes,30,1,21,3,Partly cloudy,Late Night,Friday,no,Kuala Lumpur
malay,female,moderate,51,yes,no_kids,big,red,traditional,orange,long sleeve,grey,short,clothes,6,8,no,17,5,7,1,Partly cloudy,Night,Tuesday,no,Petaling Jaya
malay,male,fat,45,yes,no_kids,small,yellow,casual,purple,long sleeve,blue,short,blankets,3,9,yes,,3,,1,Partly cloudy,Late Night,Friday,no,Petaling Jaya
malay,male,thin,33,no,no_kids,big,green,formal,white,short_sleeve,grey,long,clothes,6,7,yes,41,3,17,2,Broken clouds,Noon,Monday,no,Shah Alam
chinese,male,fat,20,yes,baby,small,black,casual,black,long sleeve,black,short,clothes,3,8,yes,20,5,16,2,Passing clouds,Early Morning,Saturday,no,Petaling Jaya
indian,male,thin,49,no,young,big,pink,formal,grey,long sleeve,white,short,blankets,3,10,no,29,3,16,2,Partly cloudy,Late Night,Sunday,no,Petaling Jaya
malay,female,fat,57,no,baby,big,purple,formal,black,long sleeve,blue_jeans,long,blankets,4,7,no,,3,13,3,Passing clouds,Morning,Wednesday,no,Kuala Lumpur
malay,female,thin,54,yes,toddler,big,green,casual,blue,long sleeve,red,short,blankets,3,9,no,39,0,18,2,Partly sunny,Evening,Tuesday,no,Subang Jaya
chinese,female,fat,51,no,young,small,black,formal,red,long sleeve,black,long,blankets,3,9,no,35,0,,2,Passing clouds,Early Morning,Friday,no,Subang Jaya
foreigner,male,fat,28,yes,young,small,brown,formal,pink,long sleeve,yellow,long,blankets,4,7,no,52,5,11,2,Partly cloudy,Late Night,Thursday,no,Shah Alam
malay,female,fat,60,yes,young,small,blue,formal,orange,long sleeve,grey,long,blankets,3,10,yes,20,0,15,3,Broken clouds,Morning,Thursday,no,Petaling Jaya
malay,male,fat,21,yes,young,big,pink,traditional,green,short_sleeve,yellow,long,clothes,5,10,no,,1,21,1,Partly cloudy,Early Morning,Tuesday,no,Petaling Jaya
indian,male,fat,23,yes,toddler,big,grey,casual,green,long sleeve,purple,short,clothes,6,10,no,19,5,9,1,Partly cloudy,Night,Friday,no,Kuala Lumpur
malay,female,thin,50,yes,young,small,pink,formal,grey,long sleeve,purple,short,blankets,4,7,no,13,4,11,1,Broken clouds,Noon,Monday,no,Subang Jaya
chinese,female,thin,51,no,toddler,big,red,traditional,white,long sleeve,grey,long,clothes,4,10,yes,11,0,19,3,Partly cloudy,Late Night,Thursday,no,Shah Alam
chinese,male,thin,25,no,young,small,black,formal,blue,short_sleeve,pink,long,clothes,6,9,no,53,3,21,3,Partly sunny,Night,Monday,no,Petaling Jaya
chinese,male,fat,22,no,young,small,yellow,casual,grey,long sleeve,yellow,short,clothes,4,10,no,17,5,17,1,More clouds than sun,Evening,Saturday,no,Petaling Jaya
indian,male,fat,60,yes,toddler,small,red,traditional,orange,short_sleeve,grey,short,clothes,3,10,yes,14,0,18,2,Partly cloudy,Late Night,Monday,no,Petaling Jaya
chinese,male,fat,43,no,toddler,big,blue,casual,black,short_sleeve,brown,short,clothes,6,8,yes,55,1,20,1,Passing clouds,Early Morning,Thursday,no,Petaling Jaya
chinese,male,moderate,48,yes,baby,big,brown,traditional,orange,short_sleeve,orange,long,blankets,3,8,no,16,3,10,3,Broken clouds,Noon,Friday,no,Majlis Perbandaran Klang
malay,male,moderate,23,no,baby,big,pink,traditional,black,long sleeve,yellow,long,clothes,6,7,yes,15,1,14,1,Thunderstorms,Noon,Tuesday,no,Shah Alam
malay,female,fat,39,no,baby,small,black,casual,white,short_sleeve,red,short,clothes,3,8,no,31,4,7,2,Broken clouds,Noon,Wednesday,no,Majlis Perbandaran Klang
malay,female,fat,37,yes,baby,big,black,formal,red,long sleeve,green,long,clothes,4,8,yes,41,3,9,1,Partly cloudy,Late Night,Saturday,no,Majlis Perbandaran Klang
foreigner,male,thin,34,no,no_kids,small,blue,formal,white,short_sleeve,blue,long,blankets,6,9,yes,21,2,16,3,Partly sunny,Noon,Wednesday,no,Majlis Perbandaran Klang
malay,female,fat,27,no,no_kids,big,yellow,casual,black,short_sleeve,black,long,blankets,6,7,no,13,2,10,1,Partly cloudy,Late Night,Monday,yes,Majlis Perbandaran Klang
foreigner,male,thin,58,no,no_kids,small,grey,formal,yellow,short_sleeve,grey,short,blankets,5,10,no,19,2,14,1,Partly cloudy,Late Night,Monday,no,Majlis Perbandaran Klang
foreigner,male,thin,20,no,toddler,small,pink,casual,orange,short_sleeve,blue,long,clothes,6,7,yes,38,3,8,3,Broken clouds,Morning,Wednesday,no,Majlis Perbandaran Klang
indian,male,moderate,36,yes,toddler,big,blue,casual,green,short_sleeve,black,short,blankets,4,9,no,51,1,12,2,Partly cloudy,Early Morning,Friday,no,Majlis Perbandaran Klang
chinese,female,thin,27,no,no_kids,big,pink,formal,black,long sleeve,white,long,blankets,6,10,yes,31,3,17,2,Partly cloudy,Early Morning,Sunday,yes,Majlis Perbandaran Klang
malay,male,moderate,31,yes,no_kids,big,white,traditional,purple,long sleeve,orange,long,blankets,6,8,yes,36,5,8,1,Broken clouds,Noon,Thursday,yes,Shah Alam
foreigner,male,moderate,26,no,toddler,small,yellow,casual,blue,long sleeve,red,long,clothes,5,10,yes,56,3,21,1,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
foreigner,female,thin,29,yes,young,small,red,casual,blue,long sleeve,black,long,clothes,4,8,no,25,3,19,3,Broken clouds,Night,Sunday,no,Shah Alam
foreigner,male,fat,43,no,toddler,small,orange,traditional,pink,short_sleeve,green,short,clothes,4,9,yes,30,2,15,3,Broken clouds,Evening,Thursday,no,Majlis Perbandaran Klang
indian,male,moderate,59,no,no_kids,big,grey,formal,yellow,long sleeve,red,long,clothes,5,8,yes,32,1,17,3,Partly sunny,Noon,Monday,no,Shah Alam
malay,male,moderate,18,no,baby,big,green,casual,white,long sleeve,purple,long,blankets,6,7,yes,35,1,11,2,Partly cloudy,Early Morning,Wednesday,no,Majlis Perbandaran Klang
indian,female,moderate,24,no,toddler,small,blue,formal,white,short_sleeve,pink,long,blankets,3,9,no,14,2,18,2,Broken clouds,Noon,Thursday,no,Shah Alam
malay,male,thin,22,no,toddler,big,green,traditional,white,long sleeve,green,short,clothes,3,10,yes,21,3,12,2,Light rain,Evening,Monday,no,Shah Alam
chinese,male,fat,24,yes,baby,big,grey,casual,black,long sleeve,blue,long,clothes,6,8,no,60,2,17,2,Broken clouds,Morning,Saturday,no,Shah Alam
indian,male,fat,33,no,young,small,brown,traditional,black,short_sleeve,blue,long,blankets,3,10,yes,28,5,14,1,Partly cloudy,Early Morning,Saturday,no,Majlis Perbandaran Klang
